Name,Price,Description,Stock,Categories,Tags
Shroomish,£31.00,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",160 in stock,"['Mushroom', 'Pokemon']","['Effect Spore', 'Mushroom', 'shroomish']"
Breloom,£113.00,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,250 in stock,"['Mushroom', 'Pokemon']","['breloom', 'Effect Spore', 'Mushroom']"
Slakoth,£69.00,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",300 in stock,"['Pokemon', 'Slacker']","['Slacker', 'slakoth', 'Truant']"
Vigoroth,£25.00,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",299 in stock,"['Pokemon', 'Wild Monkey']","['vigoroth', 'Vital Spirit', 'Wild Monkey']"
Slaking,£119.00,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",145 in stock,"['Lazy', 'Pokemon']","['Lazy', 'slaking', 'Truant']"
Nincada,£38.00,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,239 in stock,"['Pokemon', 'Trainee']","['Compound Eyes', 'nincada', 'Trainee']"
Ninjask,£161.00,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",276 in stock,"['Ninja', 'Pokemon']","['Ninja', 'ninjask', 'Speed Boost']"
Shedinja,£128.00,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,152 in stock,"['Pokemon', 'Shed']","['Shed', 'shedinja', 'Wonder Guard']"
Whismur,£137.00,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",216 in stock,"['Pokemon', 'Whisper']","['Soundproof', 'whismur', 'Whisper']"
Loudred,£145.00,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",95 in stock,"['Big Voice', 'Pokemon']","['Big Voice', 'loudred', 'Soundproof']"
Exploud,£161.00,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,89 in stock,"['Loud Noise', 'Pokemon']","['exploud', 'Loud Noise', 'Soundproof']"
Makuhita,£30.00,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",109 in stock,"['Guts', 'Pokemon']","['Guts', 'makuhita']"
Hariyama,£176.00,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",275 in stock,"['Arm Thrust', 'Pokemon']","['Arm Thrust', 'Guts', 'hariyama']"
Azurill,£70.00,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",37 in stock,"['Pokemon', 'Polka Dot']","['azurill', 'Polka Dot', 'Thick Fat']"
Nosepass,£41.00,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",111 in stock,"['Compass', 'Pokemon']","['Compass', 'nosepass', 'Sturdy']"
Skitty,£156.00,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",27 in stock,"['Kitten', 'Pokemon']","['Cute Charm', 'Kitten', 'skitty']"
Delcatty,£170.00,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",148 in stock,"['Pokemon', 'Prim']","['Cute Charm', 'delcatty', 'Prim']"
Sableye,£81.00,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,12 in stock,"['Darkness', 'Pokemon']","['Darkness', 'Keen Eye', 'sableye']"
Mawile,£119.00,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",133 in stock,"['Deceiver', 'Pokemon']","['Deceiver', 'Intimidate', 'mawile']"
Aron,£149.00,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",104 in stock,"['Iron Armor', 'Pokemon']","['aron', 'Iron Armor', 'Rock Head']"
Lairon,£70.00,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",236 in stock,"['Iron Armor', 'Pokemon']","['Iron Armor', 'lairon', 'Rock Head']"
Aggron,£140.00,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",61 in stock,"['Iron Armor', 'Pokemon']","['aggron', 'Iron Armor', 'Rock Head']"
Meditite,£97.00,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,11 in stock,"['Meditate', 'Pokemon']","['Meditate', 'meditite', 'Pure Power']"
Medicham,£77.00,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",150 in stock,"['Meditate', 'Pokemon']","['medicham', 'Meditate', 'Pure Power']"
Electrike,£145.00,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",124 in stock,"['Lightning', 'Pokemon']","['electrike', 'Lightning', 'Static']"
Manectric,£76.00,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,237 in stock,"['Discharge', 'Pokemon']","['Discharge', 'manectric', 'Static']"
Plusle,£56.00,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",243 in stock,"['Cheering', 'Pokemon']","['Cheering', 'Plus', 'plusle']"
Minun,£193.00,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",215 in stock,"['Cheering', 'Pokemon']","['Cheering', 'minun', 'Minus']"
Volbeat,£123.00,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",79 in stock,"['Firefly', 'Pokemon']","['Firefly', 'Swarm', 'volbeat']"
Illumise,£167.00,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,77 in stock,"['Firefly', 'Pokemon']","['Firefly', 'illumise', 'Tinted Lens']"
Roselia,£90.00,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",114 in stock,"['Pokemon', 'Thorn']","['Poison Point', 'roselia', 'Thorn']"
Gulpin,£136.00,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,35 in stock,"['Pokemon', 'Stomach']","['gulpin', 'Liquid Ooze', 'Stomach']"
Swalot,£130.00,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.",133 in stock,"['Poison Bag', 'Pokemon']","['Liquid Ooze', 'Poison Bag', 'swalot']"
Carvanha,£25.00,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.",80 in stock,"['Pokemon', 'Savage']","['carvanha', 'Rough Skin', 'Savage']"
Sharpedo,£129.00,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,160 in stock,"['Brutal', 'Pokemon']","['Brutal', 'Rough Skin', 'sharpedo']"
Wailmer,£90.00,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.",115 in stock,"['Ball Whale', 'Pokemon']","['Ball Whale', 'Oblivious', 'wailmer']"
Wailord,£150.00,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.",47 in stock,"['Float Whale', 'Pokemon']","['Float Whale', 'Oblivious', 'wailord']"
Numel,£170.00,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",179 in stock,"['Numb', 'Pokemon']","['Numb', 'numel', 'Oblivious']"
Camerupt,£124.00,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,27 in stock,"['Eruption', 'Pokemon']","['camerupt', 'Eruption', 'Magma Armor']"
Torkoal,£98.00,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",282 in stock,"['Coal', 'Pokemon']","['Coal', 'torkoal', 'White Smoke']"
Spoink,£163.00,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,208 in stock,"['Bounce', 'Pokemon']","['Bounce', 'Own Tempo', 'spoink']"
Grumpig,£182.00,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",60 in stock,"['Manipulate', 'Pokemon']","['grumpig', 'Manipulate', 'Own Tempo']"
Spinda,£149.00,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,156 in stock,"['Pokemon', 'Spot Panda']","['spinda', 'Spot Panda', 'Tangled Feet']"
Trapinch,£116.00,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,269 in stock,"['Ant Pit', 'Pokemon']","['Ant Pit', 'Arena Trap', 'trapinch']"
Vibrava,£200.00,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",218 in stock,"['Pokemon', 'Vibration']","['Levitate', 'Vibration', 'vibrava']"
Flygon,£174.00,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",42 in stock,"['Mystic', 'Pokemon']","['flygon', 'Levitate', 'Mystic']"
Cacnea,£105.00,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",31 in stock,"['Cactus', 'Pokemon']","['cacnea', 'Cactus', 'Sand Veil']"
